Region,Year,Month,Avg_Temperature
Southern,2013,1,14.9
Southern,2013,2,16.1
Southern,2013,3,17.6
Southern,2013,4,18.7
Southern,2013,5,20.9
Southern,2013,6,23.1
Southern,2013,7,21.7
Southern,2013,8,19.6
Southern,2013,9,19.8
Southern,2013,10,17.5
Southern,2013,11,15.4
Southern,2013,12,13.8
Southern,2014,1,14.0
Southern,2014,2,14.7
Southern,2014,3,17.2
Southern,2014,4,19.7
Southern,2014,5,19.9
Southern,2014,6,22.2
Southern,2014,7,23.0
Southern,2014,8,20.6
Southern,2014,9,19.3
Southern,2014,10,16.9
Southern,2014,11,15.3
Southern,2014,12,14.2
Southern,2015,1,14.0
Southern,2015,2,16.4
Southern,2015,3,18.1
Southern,2015,4,19.9
Southern,2015,5,20.7
Southern,2015,6,22.1
Southern,2015,7,23.6
Southern,2015,8,21.2
Southern,2015,9,20.0
Southern,2015,10,18.3
Southern,2015,11,15.9
Southern,2015,12,14.2
Southern,2016,1,13.7
Southern,2016,2,15.4
Southern,2016,3,19.3
Southern,2016,4,17.2
Southern,2016,5,20.6
Southern,2016,6,23.1
Southern,2016,7,22.1
Southern,2016,8,20.2
Southern,2016,9,19.8
Southern,2016,10,17.9
Southern,2016,11,16.1
Southern,2016,12,15.4
Southern,2017,1,13.4
Southern,2017,2,12.0
Southern,2017,3,14.0
Southern,2017,4,17.7
Southern,2017,5,19.1
Southern,2017,6,22.5
Southern,2017,7,23.0
Southern,2017,8,20.7
Southern,2017,9,20.7
Southern,2017,10,17.9
Southern,2017,11,14.6
Southern,2017,12,12.5
Southern,2018,1,11.5
Southern,2018,2,13.5
Southern,2018,3,15.1
Southern,2018,4,15.5
Southern,2018,5,20.0
Southern,2018,6,22.3
Southern,2018,7,21.5
Southern,2018,8,20.7
Southern,2018,9,20.7
Southern,2018,10,16.6
Southern,2018,11,14.3
Southern,2018,12,13.3
Southern,2019,1,14.1
Southern,2019,2,13.7
Southern,2019,3,14.3
Southern,2019,4,16.5
Southern,2019,5,18.2
Southern,2019,6,22.6
Southern,2019,7,23.0
Southern,2019,8,20.1
Southern,2019,9,21.2
Southern,2019,10,17.1
Southern,2019,11,14.4
Southern,2019,12,12.6
Southern,2020,1,10.9
Southern,2020,2,13.9
Southern,2020,3,14.5
Southern,2020,4,16.4
Southern,2020,5,19.3
Southern,2020,6,22.7
Southern,2020,7,21.6
Southern,2020,8,20.6
Southern,2020,9,20.8
Southern,2020,10,17.3
Southern,2020,11,15.0
Southern,2020,12,13.1
Southern,2021,1,12.5
Southern,2021,2,12.7
Southern,2021,3,17.0
Southern,2021,4,17.3
Southern,2021,5,20.4
Southern,2021,6,23.2
Southern,2021,7,21.2
Southern,2021,8,21.8
Southern,2021,9,20.9
Southern,2021,10,18.0
Southern,2021,11,14.9
Southern,2021,12,13.4
Southern,2022,1,11.8
Southern,2022,2,13.9
Southern,2022,3,16.2
Southern,2022,4,18.2
Southern,2022,5,20.9
Southern,2022,6,22.8
Southern,2022,7,20.5
Southern,2022,8,19.8
Southern,2022,9,20.8
Southern,2022,10,17.4
Southern,2022,11,14.9
Southern,2022,12,11.7
Southern,2023,1,12.0
Southern,2023,2,14.3
Southern,2023,3,13.3
Southern,2023,4,15.5
Southern,2023,5,18.2
Southern,2023,6,21.7
Southern,2023,7,23.5
Southern,2023,8,21.7
Southern,2023,9,21.9
Southern,2023,10,17.8
Southern,2023,11,15.5
Southern,2023,12,13.1
Southern,2024,1,12.6
Southern,2024,2,13.5
Southern,2024,3,15.3
Southern,2024,4,16.3
Southern,2024,5,19.8
Southern,2024,6,23.3
Southern,2024,7,22.1
Southern,2024,8,19.8
Southern,2024,9,21.2
Southern,2024,10,18.2
Southern,2024,11,15.2
Southern,2024,12,13.5
Southern,2025,1,12.4
Southern,2025,2,14.6
Southern,2025,3,14.7
Southern,2025,4,18.5
Southern,2025,5,21.3
Southern,2025,6,23.0
Southern,2025,7,22.9
Southern,2025,8,20.9
Southern,2025,9,21.0
Southern,2025,10,17.2
Southern,2025,11,14.1
Southern,2025,12,12.3
Southern,2026,1,13.1
Northern,2000,1,9.3
Northern,2000,2,11.1
Northern,2000,3,14.7
Northern,2000,4,22.8
Northern,2000,5,25.7
Northern,2000,6,29.4
Northern,2000,7,32.6
Northern,2000,8,30.7
Northern,2000,9,27.5
Northern,2000,10,20.8
Northern,2000,11,14.8
Northern,2000,12,11.1
Northern,2001,1,10.3
Northern,2001,2,11.6
Northern,2001,3,19.0
Northern,2001,4,22.3
Northern,2001,5,25.6
Northern,2001,6,29.3
Northern,2001,7,30.4
Northern,2001,8,31.7
Northern,2001,9,27.3
Northern,2001,10,22.5
Northern,2001,11,16.1
Northern,2001,12,11.8
Northern,2002,1,8.5
Northern,2002,2,13.7
Northern,2002,3,17.3
Northern,2002,4,21.3
Northern,2002,5,24.7
Northern,2002,6,28.6
Northern,2002,7,30.5
Northern,2002,8,30.3
Northern,2002,9,27.8
Northern,2002,10,24.2
Northern,2002,11,17.2
Northern,2002,12,11.1
Northern,2003,1,12.2
Northern,2003,2,11.5
Northern,2003,3,14.3
Northern,2003,4,21.5
Northern,2003,5,27.3
Northern,2003,6,28.5
Northern,2003,7,29.8
Northern,2003,8,31.6
Northern,2003,9,27.6
Northern,2003,10,23.8
Northern,2003,11,17.4
Northern,2003,12,12.4
Northern,2004,1,10.7
Northern,2004,2,12.4
Northern,2004,3,18.0
Northern,2004,4,21.2
Northern,2004,5,26.3
Northern,2004,6,28.2
Northern,2004,7,30.8
Northern,2004,8,29.6
Northern,2004,9,28.2
Northern,2004,10,24.4
Northern,2004,11,16.7
Northern,2004,12,10.0
Northern,2005,1,9.7
Northern,2005,2,12.8
Northern,2005,3,17.5
Northern,2005,4,22.2
Northern,2005,5,24.5
Northern,2005,6,28.5
Northern,2005,7,30.5
Northern,2005,8,31.3
Northern,2005,9,27.6
Northern,2005,10,22.8
Northern,2005,11,15.7
Northern,2005,12,14.0
Northern,2006,1,11.0
Northern,2006,2,13.1
Northern,2006,3,16.9
Northern,2006,4,20.6
Northern,2006,5,25.7
Northern,2006,6,30.1
Northern,2006,7,29.2
Northern,2006,8,31.0
Northern,2006,9,29.0
Northern,2006,10,22.9
Northern,2006,11,15.0
Northern,2006,12,8.2
Northern,2007,1,8.8
Northern,2007,2,12.6
Northern,2007,3,15.9
Northern,2007,4,20.9
Northern,2007,5,26.6
Northern,2007,6,29.1
Northern,2007,7,29.4
Northern,2007,8,30.4
Northern,2007,9,27.6
Northern,2007,10,24.3
Northern,2007,11,16.7
Northern,2007,12,11.1
Northern,2008,1,7.7
Northern,2008,2,11.1
Northern,2008,3,19.6
Northern,2008,4,23.1
Northern,2008,5,25.4
Northern,2008,6,29.1
Northern,2008,7,30.2
Northern,2008,8,30.5
Northern,2008,9,28.6
Northern,2008,10,22.2
Northern,2008,11,16.6
Northern,2008,12,11.6
Northern,2009,1,10.2
Northern,2009,2,13.5
Northern,2009,3,15.5
Northern,2009,4,22.0
Northern,2009,5,24.4
Northern,2009,6,29.4
Northern,2009,7,30.0
Northern,2009,8,30.6
Northern,2009,9,26.9
Northern,2009,10,23.5
Northern,2009,11,16.0
Northern,2009,12,12.4
Northern,2010,1,13.3
Northern,2010,2,15.6
Northern,2010,3,19.3
Northern,2010,4,22.7
Northern,2010,5,26.3
Northern,2010,6,29.6
Northern,2010,7,31.8
Northern,2010,8,32.9
Northern,2010,9,29.1
Northern,2010,10,25.5
Northern,2010,11,19.8
Northern,2010,12,12.7
Northern,2011,1,10.4
Northern,2011,2,13.8
Northern,2011,3,15.5
Northern,2011,4,20.2
Northern,2011,5,24.9
Northern,2011,6,28.5
Northern,2011,7,31.4
Northern,2011,8,30.8
Northern,2011,9,27.1
Northern,2011,10,23.0
Northern,2011,11,13.3
Northern,2011,12,11.3
Northern,2012,1,9.1
Northern,2012,2,12.4
Northern,2012,3,14.6
Northern,2012,4,22.2
Northern,2012,5,26.5
Northern,2012,6,30.1
Northern,2012,7,31.7
Northern,2012,8,30.1
Northern,2012,9,28.7
Northern,2012,10,24.1
Northern,2012,11,17.9
Northern,2012,12,12.1
Northern,2013,1,11.7
Northern,2013,2,13.9
Northern,2013,3,18.9
Northern,2013,4,20.5
Northern,2013,5,25.9
Northern,2013,6,28.9
Northern,2013,7,31.0
Northern,2013,8,30.0
Northern,2013,9,27.8
Northern,2013,10,21.4
Northern,2013,11,17.8
Northern,2013,12,11.2
Northern,2014,1,11.5
Northern,2014,2,13.1
Northern,2014,3,18.0
Northern,2014,4,23.1
Northern,2014,5,25.6
Northern,2014,6,28.6
Northern,2014,7,30.1
Northern,2014,8,30.6
Northern,2014,9,27.4
Northern,2014,10,22.1
Northern,2014,11,16.4
Northern,2014,12,14.2
Northern,2015,1,10.7
Northern,2015,2,13.6
Northern,2015,3,18.5
Northern,2015,4,20.5
Northern,2015,5,26.4
Northern,2015,6,28.1
Northern,2015,7,30.7
Northern,2015,8,33.0
Northern,2015,9,29.3
Northern,2015,10,24.7
Northern,2015,11,17.1
Northern,2015,12,9.2
Northern,2016,1,9.4
Northern,2016,2,14.1
Northern,2016,3,18.7
Northern,2016,4,23.4
Northern,2016,5,26.3
Northern,2016,6,30.7
Northern,2016,7,31.1
Northern,2016,8,31.8
Northern,2016,9,28.2
Northern,2016,10,23.5
Northern,2016,11,17.2
Northern,2016,12,10.3
Northern,2017,1,10.9
Northern,2017,2,11.0
Northern,2017,3,17.2
Northern,2017,4,23.0
Northern,2017,5,27.2
Northern,2017,6,30.6
Northern,2017,7,33.7
Northern,2017,8,33.6
Northern,2017,9,30.0
Northern,2017,10,22.8
Northern,2017,11,17.1
Northern,2017,12,14.2
Northern,2018,1,10.8
Northern,2018,2,16.4
Northern,2018,3,21.6
Northern,2018,4,22.5
Northern,2018,5,27.8
Northern,2018,6,30.4
Northern,2018,7,31.4
Northern,2018,8,31.3
Northern,2018,9,31.4
Northern,2018,10,24.3
Northern,2018,11,16.9
Northern,2018,12,12.4
Northern,2019,1,11.4
Northern,2019,2,12.9
Northern,2019,3,15.3
Northern,2019,4,20.2
Northern,2019,5,28.4
Northern,2019,6,31.0
Northern,2019,7,31.4
Northern,2019,8,30.9
Northern,2019,9,29.8
Northern,2019,10,25.7
Northern,2019,11,18.1
Northern,2019,12,11.9
Northern,2020,1,9.3
Northern,2020,2,12.6
Northern,2020,3,17.0
Northern,2020,4,21.7
Northern,2020,5,26.9
Northern,2020,6,29.6
Northern,2020,7,33.0
Northern,2020,8,31.0
Northern,2020,9,31.8
Northern,2020,10,26.3
Northern,2020,11,17.4
Northern,2020,12,13.9
Northern,2021,1,12.8
Northern,2021,2,13.6
Northern,2021,3,18.8
Northern,2021,4,23.6
Northern,2021,5,28.8
Northern,2021,6,30.5
Northern,2021,7,32.2
Northern,2021,8,32.3
Northern,2021,9,29.6
Northern,2021,10,25.2
Northern,2021,11,18.4
Northern,2021,12,13.1
Northern,2022,1,9.9
Northern,2022,2,12.7
Northern,2022,3,15.7
Northern,2022,4,25.5
Northern,2022,5,27.3
Northern,2022,6,30.9
Northern,2022,7,31.5
Northern,2022,8,33.3
Northern,2022,9,29.7
Northern,2022,10,24.9
Northern,2022,11,18.0
Northern,2022,12,13.3
Northern,2023,1,11.9
Northern,2023,2,12.4
Northern,2023,3,18.0
Northern,2023,4,22.4
Northern,2023,5,25.9
Northern,2023,6,30.6
Northern,2023,7,33.0
Northern,2023,8,33.9
Northern,2023,9,30.8
Northern,2023,10,25.4
Northern,2023,11,20.4
Northern,2023,12,14.9
Northern,2024,1,12.7
Northern,2024,2,13.1
Northern,2024,3,17.8
Northern,2024,4,23.8
Northern,2024,5,26.8
Northern,2024,6,33.2
Northern,2024,7,32.2
Northern,2024,8,32.4
Northern,2024,9,29.4
Northern,2024,10,24.0
Northern,2024,11,16.7
Northern,2024,12,12.0
Northern,2025,1,11.9
Northern,2025,2,11.3
Northern,2025,3,18.4
Northern,2025,4,23.7
Northern,2025,5,27.3
Northern,2025,6,30.8
Northern,2025,7,31.8
Northern,2025,8,33.4
Northern,2025,9,29.4
Northern,2025,10,25.2
Northern,2025,11,20.5
Northern,2025,12,12.9
Northern,2026,1,15.5
